TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,P_emaildomain,isFraud,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,dist11,dist12,dist13,dist14,dist15,M1,M2,M3,M4,M5,M6,M7,M8,M9
83.97363258875336,S,4960,520,185,mastercard,158,debit,452,96,hotmail.com,0,0,1,2,0,2,1,1,1,1,2,1,0,1,1,180,438,,,,,,,,,,,,,,F,T,F,T,,,F,F,T
213.01087879403298,H,14119,279,,mastercard,181,debit,189,60,,0,0,0,1,1,0,1,1,0,0,3,1,2,2,2,257,14,,,,,,,,,,,,,,F,F,T,T,,F,,T,T
4.668701425852706,R,11581,301,185,mastercard,202,credit,338,87,yahoo.com,0,0,1,0,1,3,2,3,1,1,1,1,0,0,2,497,363,,,,,,,,,,,,,,,T,,,T,T,F,,T
42.60431556315032,C,14509,122,150,mastercard,112,debit,163,60,hotmail.com,0,1,3,1,2,0,1,1,0,0,1,2,1,2,2,367,482,,,,,,,,,,,,,,F,T,T,,F,T,F,T,F
182.2978118323104,S,12011,128,185,amex,227,credit,358,96,,0,3,1,0,1,2,3,1,0,0,3,0,1,0,1,466,79,,,,,,,,,,,,,,,,T,,F,T,T,F,
109.86192730118229,H,9594,553,185,amex,123,debit,269,96,,0,1,1,0,0,0,0,0,2,1,1,0,0,1,1,303,436,,,,,,,,,,,,,,F,,,F,F,T,F,,
158.76976432516398,S,10698,123,150,amex,192,debit,177,87,,0,1,1,0,3,1,0,4,0,0,2,1,0,0,1,415,327,,,,,,,,,,,,,,T,T,T,,,,,F,F
99.47459665168459,R,9956,564,185,discover,244,credit,464,60,,0,0,1,2,4,1,0,0,0,1,0,1,0,0,2,36,28,,,,,,,,,,,,,,F,,T,T,T,T,T,T,T
36.195907756604264,W,2939,456,185,amex,184,credit,491,87,yahoo.com,0,2,1,0,1,1,2,0,0,0,2,2,1,1,1,408,243,,,,,,,,,,,,,,,F,,T,F,F,,T,
19.822769703987532,H,9061,556,,mastercard,115,debit,135,87,,0,2,1,1,0,0,4,1,1,4,0,1,2,1,0,449,150,,,,,,,,,,,,,,,,,T,F,,F,,
40.54149467340703,H,17255,379,150,amex,103,credit,163,96,gmail.com,0,1,0,1,3,3,0,0,1,0,3,1,0,0,0,355,13,,,,,,,,,,,,,,T,F,F,F,F,,,F,F
68.94514800729068,R,15236,341,,visa,224,credit,115,96,yahoo.com,0,1,3,3,1,2,1,1,2,2,0,0,4,0,0,41,269,,,,,,,,,,,,,,F,F,,,F,F,T,T,
41.104745873261614,C,2022,362,185,mastercard,228,debit,236,96,gmail.com,0,2,0,1,3,0,1,0,1,1,0,0,1,0,0,292,202,,,,,,,,,,,,,,T,T,F,,F,T,T,,T
4.902592690398097,R,16983,425,185,mastercard,207,credit,190,96,yahoo.com,0,1,1,0,1,1,1,2,2,1,1,0,0,1,2,25,326,,,,,,,,,,,,,,T,,,T,F,T,,F,T
13.01625485605005,C,14739,533,,amex,190,debit,480,60,,0,1,1,4,0,0,2,2,1,0,0,0,1,1,0,43,305,,,,,,,,,,,,,,,F,F,,F,T,,,
165.31005394278958,H,15836,226,185,visa,208,credit,460,87,hotmail.com,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,432,252,,,,,,,,,,,,,,,T,F,F,T,F,F,F,
115.67330074967765,H,17940,496,150,mastercard,137,credit,186,60,hotmail.com,1,0,1,0,2,2,0,0,2,0,0,0,2,1,0,283,320,,,,,,,,,,,,,,F,F,T,F,,T,T,T,F
77.7754677652511,W,17841,178,150,mastercard,188,credit,307,60,yahoo.com,0,2,0,0,1,1,1,1,1,2,0,1,1,3,1,169,464,,,,,,,,,,,,,,,T,T,F,T,F,T,T,F
251.46814932122203,S,7635,315,150,visa,185,debit,162,60,,0,0,1,1,1,0,0,3,1,3,1,1,2,1,0,346,385,,,,,,,,,,,,,,F,,T,T,T,F,,F,F
26.14156133911056,C,13592,114,,discover,170,debit,269,60,gmail.com,0,3,0,2,0,2,2,1,0,0,3,0,3,1,0,193,222,,,,,,,,,,,,,,,,F,F,F,,,,
144.23381912737372,H,2976,520,185,visa,248,debit,165,60,yahoo.com,0,0,2,1,0,0,0,0,1,1,3,1,1,0,0,372,159,,,,,,,,,,,,,,,T,,,,F,F,,
6.898071195616404,S,8076,447,,discover,177,credit,250,87,hotmail.com,0,0,0,0,1,1,1,3,1,2,0,1,0,1,1,206,434,,,,,,,,,,,,,,F,T,,T,,T,T,T,T
176.70721007624164,R,10965,365,185,amex,177,debit,426,60,yahoo.com,0,1,0,1,1,0,0,1,2,1,2,1,3,2,3,318,233,,,,,,,,,,,,,,T,,F,T,F,F,F,T,
340.4900634399537,C,2079,248,185,discover,244,credit,400,96,hotmail.com,0,0,0,1,1,1,1,3,1,0,1,1,1,0,1,425,186,,,,,,,,,,,,,,,,,F,T,F,,T,T
48.23530250159395,H,17219,490,185,amex,117,debit,117,87,,0,1,1,2,3,0,2,1,1,2,0,1,1,3,0,166,355,,,,,,,,,,,,,,,T,,F,T,T,T,F,T
15.423296425556297,H,1730,570,150,visa,139,credit,383,96,hotmail.com,0,2,1,0,0,1,2,2,1,2,0,1,0,0,1,76,362,,,,,,,,,,,,,,,T,F,F,F,F,,T,
218.55517344850446,S,4026,374,150,discover,131,credit,248,60,yahoo.com,0,0,3,1,0,1,2,2,1,0,1,1,2,0,0,22,157,,,,,,,,,,,,,,,T,F,F,F,F,T,T,F
37.3521742099171,H,8600,355,,mastercard,126,debit,268,60,yahoo.com,0,1,1,2,1,0,1,1,2,1,2,0,0,1,1,402,221,,,,,,,,,,,,,,,,,,F,T,F,F,T
0.6166312316417591,S,17031,557,150,mastercard,210,debit,454,96,,0,2,1,1,0,0,3,2,0,0,3,0,1,5,1,301,261,,,,,,,,,,,,,,,T,F,T,T,,T,T,
68.50112438794116,W,6575,504,,mastercard,131,credit,233,87,yahoo.com,0,3,1,0,3,2,1,2,1,0,0,0,1,2,1,471,228,,,,,,,,,,,,,,,T,,F,F,T,F,,T
133.40925478554252,R,3474,563,185,discover,146,credit,437,87,,0,2,1,1,1,0,0,1,0,0,1,2,0,0,2,250,78,,,,,,,,,,,,,,T,F,T,,T,T,T,F,T
90.15721490828032,C,17149,116,,mastercard,190,credit,145,87,yahoo.com,0,0,1,1,2,1,1,1,1,2,0,1,4,0,2,129,278,,,,,,,,,,,,,,F,F,,F,F,,T,F,T
64.73375291882482,W,14625,405,,discover,167,debit,332,87,yahoo.com,0,2,0,2,1,2,0,0,1,1,1,1,1,0,0,368,116,,,,,,,,,,,,,,F,T,T,F,,F,,T,T
88.21256826542144,W,13241,448,,visa,168,debit,239,87,hotmail.com,0,0,1,0,1,0,0,2,0,1,0,2,4,1,0,175,38,,,,,,,,,,,,,,T,T,T,,T,T,F,,T
193.1731029223169,H,5859,428,185,visa,155,credit,474,87,hotmail.com,0,0,1,0,2,2,2,1,2,2,1,2,0,0,0,150,4,,,,,,,,,,,,,,,F,,T,F,F,T,F,T
108.93887717119173,H,3686,451,,visa,232,debit,291,87,,0,3,2,1,0,0,1,0,0,0,2,1,2,1,0,398,463,,,,,,,,,,,,,,T,F,,,T,F,,,F
140.13678071854306,S,6278,423,,mastercard,239,credit,378,96,,0,2,0,0,0,1,0,2,1,2,2,0,0,2,1,49,462,,,,,,,,,,,,,,F,F,T,,,F,T,T,T
97.57223457079516,W,14358,443,,mastercard,145,debit,319,87,yahoo.com,0,1,1,1,3,1,0,2,0,0,0,2,0,0,2,52,413,,,,,,,,,,,,,,F,,F,F,,,F,T,T
194.94758489879166,R,10130,590,150,mastercard,172,credit,405,87,yahoo.com,0,1,0,0,1,1,1,0,1,2,1,0,2,1,2,193,102,,,,,,,,,,,,,,T,F,,F,F,T,,F,F
18.384361623829587,C,11375,399,185,mastercard,189,debit,178,87,hotmail.com,0,1,3,2,1,1,0,1,1,1,0,1,1,2,3,258,498,,,,,,,,,,,,,,F,T,T,F,F,,F,T,F
155.00259017738108,R,17482,479,,mastercard,109,debit,389,96,gmail.com,0,0,1,3,1,0,2,0,1,0,1,0,0,0,0,420,435,,,,,,,,,,,,,,T,F,T,F,,,F,,F
154.5566703903624,W,8246,115,,amex,147,debit,434,60,yahoo.com,0,3,2,0,0,1,4,1,0,1,0,3,0,1,0,304,475,,,,,,,,,,,,,,,F,F,T,F,T,F,T,T
29.909332297606607,C,3982,157,,amex,210,debit,197,96,gmail.com,0,0,0,0,0,2,4,1,3,0,1,1,0,1,1,111,392,,,,,,,,,,,,,,F,T,T,T,,F,F,,T
0.9841521400505951,S,15416,438,150,mastercard,244,debit,439,60,hotmail.com,0,1,2,0,2,2,0,2,1,1,2,1,0,0,0,140,405,,,,,,,,,,,,,,,T,,T,T,F,F,F,T
117.86512439102954,S,1071,365,185,discover,228,credit,387,96,gmail.com,0,2,0,0,1,1,1,1,0,0,1,1,1,1,2,112,393,,,,,,,,,,,,,,T,T,T,F,,,F,F,F
202.6146250676152,W,10999,400,,amex,111,credit,183,60,,0,2,2,3,1,0,0,0,2,3,3,3,1,2,0,89,285,,,,,,,,,,,,,,,,,F,F,T,T,F,T
71.1445866986527,R,8787,474,185,mastercard,233,debit,368,87,,0,2,1,0,3,1,0,0,1,1,3,0,2,0,2,312,374,,,,,,,,,,,,,,F,F,F,F,F,F,,T,
23.808272487528814,R,10891,404,150,mastercard,119,credit,495,87,hotmail.com,0,0,0,2,2,0,1,2,1,0,2,1,1,0,2,0,352,,,,,,,,,,,,,,F,T,,F,T,T,,,
0.7698292362951566,S,7107,123,150,amex,143,debit,408,87,,0,1,3,0,2,0,1,0,0,0,0,2,0,1,1,44,8,,,,,,,,,,,,,,,,,,,F,T,T,F
37.479479313556915,C,12807,431,,discover,238,credit,483,60,,0,0,0,0,1,1,1,0,2,2,0,1,0,1,1,163,27,,,,,,,,,,,,,,T,T,T,,T,T,F,,T
0.09740320977221448,R,4218,179,150,visa,187,debit,302,87,gmail.com,1,1,2,1,3,3,3,1,0,1,4,1,2,0,1,63,77,,,,,,,,,,,,,,F,F,,,,T,F,,F
135.33237095940763,C,13192,457,185,visa,185,credit,268,60,,1,1,2,2,3,1,2,0,0,0,0,1,4,0,0,61,170,,,,,,,,,,,,,,,T,T,,,T,F,F,T
5.844601312543997,W,17884,325,185,discover,196,credit,189,60,yahoo.com,0,0,0,1,2,1,0,2,0,0,1,1,0,0,1,166,225,,,,,,,,,,,,,,F,F,T,F,T,,T,,
253.2396942172054,C,15941,258,,visa,103,debit,405,87,yahoo.com,0,0,0,0,1,2,0,1,1,1,2,0,1,1,0,312,476,,,,,,,,,,,,,,,,F,,F,T,T,,
32.132029886630654,W,7227,234,150,amex,175,debit,116,60,gmail.com,0,2,3,2,1,0,1,0,1,1,0,0,1,2,2,145,177,,,,,,,,,,,,,,,,,T,F,T,T,F,
79.46717422553107,W,3973,411,150,discover,225,debit,343,96,hotmail.com,0,2,1,1,2,0,1,0,2,0,1,1,4,0,1,260,202,,,,,,,,,,,,,,F,F,T,,F,T,T,F,F
137.66570548074836,H,16982,539,150,mastercard,125,credit,332,60,hotmail.com,0,1,1,0,0,0,4,3,4,3,3,1,0,2,1,415,443,,,,,,,,,,,,,,T,T,F,F,F,F,F,T,
0.8397259073783065,C,1918,295,,amex,235,credit,238,96,yahoo.com,0,2,1,1,0,0,0,0,0,0,0,2,0,1,2,141,186,,,,,,,,,,,,,,F,T,F,T,F,T,,T,
84.38551835823705,R,2469,406,185,mastercard,102,credit,386,96,hotmail.com,0,1,3,1,0,0,3,1,2,0,2,2,1,0,1,126,7,,,,,,,,,,,,,,,T,F,,F,T,T,F,T
77.62751203314107,R,3179,550,150,visa,158,debit,273,87,hotmail.com,0,2,2,0,0,1,1,0,0,2,0,1,2,1,1,236,73,,,,,,,,,,,,,,,,,T,,,T,,T
187.35046654127615,H,10423,406,,discover,244,debit,379,60,hotmail.com,0,2,2,1,0,1,0,0,0,0,0,1,1,3,1,329,196,,,,,,,,,,,,,,T,T,,T,F,T,,T,F
84.74279905399115,C,5131,474,185,visa,117,debit,135,60,,0,1,1,0,0,0,1,1,0,1,1,2,0,2,1,285,453,,,,,,,,,,,,,,,T,F,T,T,F,F,F,F
4.309447541522119,H,16010,421,185,discover,147,credit,222,60,gmail.com,0,0,0,3,0,1,0,2,1,0,2,1,0,0,1,316,158,,,,,,,,,,,,,,T,,,F,T,F,T,T,T
79.53925295887349,H,13153,530,,discover,148,credit,468,60,yahoo.com,0,0,2,2,1,0,3,1,1,0,1,1,2,1,2,336,43,,,,,,,,,,,,,,,F,F,T,T,,,F,T
206.73506807796832,H,16708,545,150,visa,115,credit,448,96,hotmail.com,0,1,0,2,0,1,0,0,0,0,1,0,0,1,1,410,432,,,,,,,,,,,,,,,T,T,F,T,,,,
166.5830588458561,W,7081,198,185,visa,143,debit,236,96,gmail.com,0,0,0,0,1,1,0,0,0,1,1,0,1,2,2,306,182,,,,,,,,,,,,,,F,T,,F,,T,F,,
36.56259564251364,R,16267,328,185,discover,224,credit,432,60,gmail.com,0,1,2,2,1,2,4,1,2,1,0,1,0,2,2,186,174,,,,,,,,,,,,,,T,,,T,F,F,T,F,F
106.78744753612015,C,10888,359,185,mastercard,209,debit,184,87,gmail.com,0,0,1,2,1,0,1,1,1,1,1,2,0,2,2,259,396,,,,,,,,,,,,,,T,,F,F,T,F,T,T,
152.5982645640819,S,16005,565,150,visa,218,credit,148,87,gmail.com,0,1,2,1,0,0,0,1,1,3,2,0,2,0,0,476,121,,,,,,,,,,,,,,F,T,F,,F,,F,,T
17.32638307081895,H,12046,359,150,mastercard,150,credit,215,60,yahoo.com,0,0,0,1,2,0,1,0,1,0,1,3,0,1,3,455,488,,,,,,,,,,,,,,F,T,T,F,F,F,F,F,F
5.14630133930171,S,9299,144,,amex,174,credit,374,96,,0,3,0,2,1,0,0,0,1,1,0,1,1,2,0,285,158,,,,,,,,,,,,,,T,T,T,T,T,F,,T,
33.98548740492197,S,13984,132,,amex,188,credit,258,96,gmail.com,0,0,0,1,0,0,1,4,1,2,1,3,2,1,1,423,135,,,,,,,,,,,,,,,T,F,T,T,,F,T,F
63.503082062487124,R,6793,563,150,amex,205,debit,294,60,hotmail.com,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,32,391,,,,,,,,,,,,,,T,T,,T,F,F,,,F
41.48112181533762,S,2328,376,185,discover,248,debit,358,60,gmail.com,0,0,0,1,3,0,1,0,2,1,2,0,2,0,2,317,173,,,,,,,,,,,,,,F,F,F,T,T,,,T,T
7.912323320031519,C,12424,227,,discover,172,debit,402,60,hotmail.com,0,2,1,3,1,0,2,2,1,1,1,0,0,3,2,231,181,,,,,,,,,,,,,,T,T,,T,F,,T,F,F
4.735566970903931,R,17488,584,,amex,154,credit,203,87,hotmail.com,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,127,468,,,,,,,,,,,,,,F,F,F,T,F,,,F,T
63.186150343706174,S,2352,390,150,discover,170,debit,412,96,hotmail.com,0,1,0,0,1,0,1,1,0,2,1,1,1,1,1,357,248,,,,,,,,,,,,,,,,F,T,F,T,T,F,F
65.69710105457371,W,16329,320,185,amex,163,credit,111,96,yahoo.com,0,0,0,0,1,2,0,0,1,1,0,3,1,0,1,50,354,,,,,,,,,,,,,,,F,F,F,F,T,T,T,T
78.07517517306019,C,11833,440,150,mastercard,206,credit,227,87,yahoo.com,0,2,0,2,1,3,2,1,0,2,1,5,2,2,0,249,334,,,,,,,,,,,,,,F,T,,T,,F,,T,
47.98580407274448,C,17694,440,,mastercard,144,credit,380,96,yahoo.com,0,0,1,0,0,0,1,1,1,1,1,2,0,2,0,123,375,,,,,,,,,,,,,,,F,F,,F,,F,T,F
39.35890633129088,C,6032,318,150,discover,194,credit,150,60,gmail.com,0,0,2,0,1,1,0,2,0,1,1,1,2,0,1,19,343,,,,,,,,,,,,,,T,F,,,T,F,F,,T
13.521239259472209,H,2885,497,,discover,125,debit,276,60,,0,1,0,2,0,1,1,0,1,1,1,0,1,0,3,12,343,,,,,,,,,,,,,,F,F,,F,T,T,,,F
137.003764553163,W,3885,251,185,amex,184,credit,343,87,hotmail.com,1,1,2,1,0,0,2,0,1,3,0,1,0,1,0,382,484,,,,,,,,,,,,,,,,,F,F,F,,F,T
3.5399534068493206,S,15339,320,185,visa,131,debit,356,60,,0,1,3,1,2,0,0,1,1,3,6,1,5,3,0,446,272,,,,,,,,,,,,,,F,T,,T,T,,,,T
59.58552961029989,W,3063,425,,amex,102,debit,313,96,yahoo.com,0,1,1,1,3,0,2,2,1,1,3,3,1,2,1,394,308,,,,,,,,,,,,,,T,T,F,,F,,F,F,T
201.85687646774554,C,17044,502,,amex,243,credit,226,96,,0,1,3,1,0,1,1,0,1,1,1,1,1,1,1,393,195,,,,,,,,,,,,,,T,,T,T,T,F,T,,
71.81789693397087,H,2243,594,185,visa,198,debit,311,60,hotmail.com,0,1,0,2,1,0,0,1,1,2,0,1,3,2,1,347,86,,,,,,,,,,,,,,,T,,,,,,T,F
153.51595910166859,W,5162,556,,visa,165,credit,410,96,yahoo.com,0,1,0,2,3,1,1,1,0,2,0,1,1,2,0,327,330,,,,,,,,,,,,,,,,,,F,,T,T,F
15.850734866555857,S,17971,111,185,mastercard,191,credit,469,96,gmail.com,0,1,2,1,2,0,1,2,2,2,2,0,0,2,3,285,31,,,,,,,,,,,,,,T,T,,F,F,,F,T,T
3.826738869843168,C,2084,475,150,amex,225,credit,146,96,hotmail.com,0,0,0,0,0,0,1,4,0,0,3,0,0,1,0,135,201,,,,,,,,,,,,,,,F,F,T,T,T,F,,
264.8575026825239,R,7513,255,185,discover,135,debit,250,96,yahoo.com,0,2,0,0,1,2,0,1,0,0,0,1,1,1,2,164,88,,,,,,,,,,,,,,F,F,T,F,,,F,T,
21.75193125985944,R,9156,406,,discover,108,debit,189,96,,0,2,1,0,2,0,1,2,2,0,0,1,1,1,0,428,372,,,,,,,,,,,,,,T,T,T,F,T,F,T,T,F
115.80318119730364,H,2910,189,,discover,245,debit,265,87,hotmail.com,0,2,1,1,2,1,1,1,2,1,2,3,0,2,0,454,256,,,,,,,,,,,,,,T,T,F,,,,T,F,F
34.444818988325096,H,16229,508,,mastercard,135,credit,471,87,yahoo.com,0,1,0,0,1,1,3,0,2,1,2,3,0,0,3,100,181,,,,,,,,,,,,,,T,T,,,T,,F,T,F
113.33238637220133,W,11524,411,150,discover,194,debit,275,60,hotmail.com,0,1,0,0,0,0,0,2,1,0,1,0,1,0,1,167,52,,,,,,,,,,,,,,F,,T,,F,,F,T,
265.4189187873793,H,1112,289,185,amex,164,credit,145,87,,0,1,0,1,2,2,2,1,1,2,1,1,1,1,1,128,179,,,,,,,,,,,,,,F,F,,F,T,T,T,,T
313.0652387146907,H,14127,499,,amex,205,debit,112,60,yahoo.com,0,0,0,1,0,1,0,4,1,3,2,3,1,1,0,34,171,,,,,,,,,,,,,,T,T,,F,T,,F,T,F
79.1222150543139,H,1329,473,150,amex,121,debit,352,87,hotmail.com,0,0,1,0,2,0,0,2,1,4,2,2,2,0,1,97,315,,,,,,,,,,,,,,F,T,,,T,F,,,
110.47901460246803,R,10477,251,,visa,167,credit,232,60,,0,0,1,1,1,1,0,0,0,1,0,0,0,2,0,337,128,,,,,,,,,,,,,,T,T,T,T,,T,,T,F
63.41287796072665,R,11374,396,,mastercard,182,debit,101,96,gmail.com,0,1,2,1,5,1,2,1,3,0,1,0,2,0,2,50,276,,,,,,,,,,,,,,T,T,,T,T,F,,,T
108.04609888771932,S,9517,358,,mastercard,204,credit,487,87,gmail.com,0,2,2,2,2,1,2,0,0,1,0,0,1,0,1,471,281,,,,,,,,,,,,,,,,F,F,F,T,,,T
44.54315909681147,C,1624,133,185,visa,111,debit,165,87,hotmail.com,0,2,2,1,0,1,0,3,0,0,0,0,3,0,1,359,260,,,,,,,,,,,,,,T,F,F,T,T,T,T,F,
305.9936368465339,S,14168,543,,mastercard,185,credit,247,60,hotmail.com,0,0,1,1,1,3,1,3,0,0,0,0,1,0,1,242,473,,,,,,,,,,,,,,,,T,F,F,F,F,,T
15.011166822726754,W,13848,363,185,visa,171,credit,282,96,hotmail.com,0,1,3,3,0,1,0,3,1,2,0,2,5,4,1,105,223,,,,,,,,,,,,,,T,,F,T,F,,F,F,F
19.461367081824598,S,6721,408,150,amex,116,debit,286,96,,0,2,4,1,3,2,2,1,0,1,0,1,1,2,2,221,6,,,,,,,,,,,,,,T,,,,T,F,,T,F
96.78868768351477,C,12852,338,185,mastercard,173,debit,123,60,hotmail.com,0,2,0,1,0,0,1,0,2,0,1,1,4,2,1,25,459,,,,,,,,,,,,,,F,,,T,T,T,F,,
210.50486776929807,R,8888,368,,amex,113,debit,324,96,gmail.com,0,1,2,0,0,0,0,0,1,1,1,3,0,1,1,135,368,,,,,,,,,,,,,,F,T,,F,F,F,F,T,F
98.03489956519749,C,1227,302,185,visa,159,debit,415,87,,0,0,3,2,0,0,0,0,3,1,0,1,1,2,0,41,274,,,,,,,,,,,,,,T,T,F,F,T,,,T,F
52.61166499970762,H,8438,462,,discover,225,debit,359,96,,0,2,1,0,1,1,0,2,1,0,0,1,0,0,1,302,380,,,,,,,,,,,,,,T,,F,F,T,,F,F,F
15.301710227317656,R,5498,532,150,amex,243,debit,443,60,hotmail.com,0,0,0,2,1,4,0,0,1,2,3,0,2,2,0,9,437,,,,,,,,,,,,,,,,T,T,,T,T,F,F
55.32223732129857,W,12953,303,185,amex,228,debit,177,96,gmail.com,0,0,0,2,1,0,0,4,1,1,2,1,1,0,0,443,143,,,,,,,,,,,,,,T,F,F,T,,T,T,F,T
44.85128205857187,W,11185,461,150,discover,227,credit,405,96,hotmail.com,0,1,2,0,1,0,1,1,1,2,0,1,2,1,1,228,335,,,,,,,,,,,,,,F,T,F,F,T,T,F,F,F
25.28020598168748,R,16851,181,185,discover,149,debit,113,60,,0,1,0,2,1,2,0,2,0,0,3,5,1,2,1,469,177,,,,,,,,,,,,,,F,F,,,,,T,,T
161.21069136148066,S,1651,512,185,discover,162,debit,491,96,yahoo.com,0,1,0,0,1,0,2,1,0,1,0,1,1,2,3,11,124,,,,,,,,,,,,,,F,F,F,T,,T,T,F,
121.64046530948573,C,17938,325,185,mastercard,166,debit,115,87,hotmail.com,0,0,1,1,2,2,1,0,2,1,0,0,1,3,1,129,277,,,,,,,,,,,,,,F,F,T,T,,,F,T,
29.876196025319473,W,14226,268,150,mastercard,133,credit,161,87,hotmail.com,0,0,3,1,0,2,0,0,0,0,0,2,3,1,2,365,13,,,,,,,,,,,,,,,F,F,F,F,F,F,,F
47.078336033675825,R,15315,106,150,mastercard,210,debit,403,60,,0,1,1,5,2,1,1,1,0,0,1,0,0,2,3,307,321,,,,,,,,,,,,,,F,T,,,T,,F,F,
77.82873639801868,W,11423,539,150,mastercard,181,debit,157,60,yahoo.com,0,0,0,1,1,2,0,0,0,2,1,1,2,2,0,398,438,,,,,,,,,,,,,,F,,,T,F,T,,,T
1.4169316212418672,H,1757,571,150,visa,136,credit,208,60,gmail.com,0,2,1,0,0,1,5,2,1,2,2,0,2,0,1,460,185,,,,,,,,,,,,,,,,T,,,,,F,F
127.43348007497985,R,12766,597,185,amex,106,debit,407,87,yahoo.com,0,2,0,0,0,4,0,1,1,2,2,1,2,3,3,459,104,,,,,,,,,,,,,,,T,F,F,,F,,T,T
142.94546650785756,H,12500,511,,mastercard,143,debit,328,87,gmail.com,0,1,1,0,1,1,0,1,1,1,1,1,0,0,2,44,89,,,,,,,,,,,,,,T,F,F,T,F,F,T,F,
198.48844428209026,W,15425,287,150,visa,168,debit,171,60,hotmail.com,0,1,3,0,1,0,0,3,1,2,0,1,0,0,1,301,305,,,,,,,,,,,,,,F,F,T,F,,T,,F,
13.82404411763549,S,10513,391,,discover,158,credit,127,60,,1,1,1,1,0,2,2,0,1,4,1,3,0,0,1,232,474,,,,,,,,,,,,,,,F,T,,,T,T,F,
58.57540365850223,H,8563,153,185,mastercard,239,debit,434,87,hotmail.com,0,1,0,1,1,0,1,1,0,0,0,2,0,0,1,202,112,,,,,,,,,,,,,,,T,T,,T,,T,T,T
8.315944210344565,H,5162,361,,amex,121,credit,440,87,yahoo.com,1,0,2,0,3,1,1,0,1,0,1,2,0,1,2,316,135,,,,,,,,,,,,,,F,,T,F,T,T,F,,
0.056960021565031514,H,7344,278,150,mastercard,213,credit,374,87,hotmail.com,0,0,1,1,0,1,4,2,0,4,1,0,1,2,1,68,293,,,,,,,,,,,,,,F,F,T,F,F,,,,F
584.6060454672811,R,15972,457,150,discover,204,credit,421,87,gmail.com,0,1,0,2,1,1,1,1,3,1,1,0,2,1,1,348,350,,,,,,,,,,,,,,F,F,,F,,F,T,,F
59.607604406189786,S,4295,482,,mastercard,239,debit,208,96,yahoo.com,0,0,1,1,2,0,2,1,1,0,2,0,2,1,0,423,139,,,,,,,,,,,,,,T,F,F,T,,F,F,T,T
16.253556397350582,R,3166,420,150,discover,221,credit,267,87,,0,2,1,0,1,1,1,1,1,1,2,2,1,3,0,227,86,,,,,,,,,,,,,,T,T,T,,T,,,,
359.71777394115077,C,16231,174,150,amex,221,credit,114,96,,0,4,0,2,1,0,1,0,0,0,3,1,2,2,0,90,183,,,,,,,,,,,,,,F,T,T,T,F,T,F,F,T
59.130740104033976,H,14052,408,185,discover,225,credit,306,87,yahoo.com,0,0,2,2,0,1,1,1,0,1,1,1,1,0,1,418,234,,,,,,,,,,,,,,T,F,T,F,F,,T,,F
143.11668093802604,H,12770,470,185,visa,152,credit,442,60,yahoo.com,0,1,1,2,3,1,2,1,2,2,1,0,4,0,1,55,378,,,,,,,,,,,,,,,T,T,F,T,,F,F,F
88.52547308462617,S,11533,393,150,mastercard,174,debit,358,60,,0,0,0,2,0,2,0,2,1,0,0,0,2,0,1,100,366,,,,,,,,,,,,,,,F,T,,T,,F,T,T
110.43427524583916,R,9491,373,150,discover,214,debit,307,60,gmail.com,0,0,2,0,2,3,1,1,1,1,1,0,2,2,2,394,342,,,,,,,,,,,,,,F,,F,F,F,F,T,F,T
46.267335414833546,S,8194,539,,mastercard,177,credit,119,60,hotmail.com,0,1,5,0,1,0,0,1,0,0,0,1,2,0,0,177,292,,,,,,,,,,,,,,F,,F,,,F,T,T,F
23.11578388591854,R,4338,282,150,visa,127,credit,489,87,,0,0,0,2,0,1,0,2,0,2,1,1,1,1,0,206,340,,,,,,,,,,,,,,F,F,,,,T,F,T,F
56.80680594999831,S,5826,401,185,discover,138,debit,463,96,hotmail.com,0,0,0,1,3,3,0,1,3,1,3,0,1,0,0,267,483,,,,,,,,,,,,,,,T,F,T,F,,T,,
98.50061789358871,R,7581,532,150,visa,149,credit,396,60,gmail.com,0,1,0,0,1,0,0,2,0,2,0,0,0,0,1,466,26,,,,,,,,,,,,,,,,F,F,,T,F,T,
21.75249438331563,C,14684,400,185,mastercard,175,debit,102,60,,0,1,1,1,1,1,1,2,0,0,2,0,0,0,1,31,243,,,,,,,,,,,,,,T,T,,,,,F,,T
14.230146256290777,S,5638,315,,visa,231,credit,351,60,gmail.com,0,1,1,1,0,0,1,1,0,0,2,0,1,0,0,374,458,,,,,,,,,,,,,,,F,T,,,T,F,F,T
29.833013215235376,C,9540,371,150,mastercard,183,credit,298,87,,1,0,2,0,1,2,0,2,1,0,0,1,1,1,0,327,257,,,,,,,,,,,,,,F,,F,T,T,F,T,F,F
158.4911357136482,R,16555,244,,amex,234,credit,469,96,gmail.com,0,1,1,1,1,2,1,0,1,1,1,0,0,2,1,353,362,,,,,,,,,,,,,,,F,F,,F,,F,T,F
